TABLE_NAME                                                                                                                       COLUMN_NAME                                                                                                                     
CuponUsuario                                                                                                                     id_VitrineCupomLote                                                                                                             
CuponUsuario                                                                                                                     LocalidadeCliente                                                                                                               
CuponUsuario                                                                                                                     QtdOfeta_CCLote                                                                                                                 
CuponUsuario                                                                                                                     QtdOfeta_VCLote                                                                                                                 
CuponUsuario                                                                                                                     QtdRestantes_CCLote                                                                                                             
CuponUsuario                                                                                                                     QtdRestantes_VCLote                                                                                                             
DataPromocoes                                                                                                                    DataMovel                                                                                                                       
DataPromocoes                                                                                                                    DataPromo                                                                                                                       
DataPromocoes                                                                                                                    DescriPromo                                                                                                                     
DataPromocoes                                                                                                                    idDataPromo                                                                                                                     
DataPromocoes                                                                                                                    Tipo                                                                                                                            
dvcard                                                                                                                           bairro                                                                                                                          
dvcard                                                                                                                           cargo                                                                                                                           
dvcard                                                                                                                           cdcardname                                                                                                                      
dvcard                                                                                                                           cidade                                                                                                                          
dvcard                                                                                                                           email1                                                                                                                          
dvcard                                                                                                                           email2                                                                                                                          
dvcard                                                                                                                           id_vcard                                                                                                                        
dvcard                                                                                                                           idioma                                                                                                                          
dvcard                                                                                                                           link_img                                                                                                                        
dvcard                                                                                                                           link_loja                                                                                                                       
dvcard                                                                                                                           link_vcf                                                                                                                        
dvcard                                                                                                                           login                                                                                                                           
dvcard                                                                                                                           logradouro                                                                                                                      
dvcard                                                                                                                           logrcompl                                                                                                                       
dvcard                                                                                                                           logrnum                                                                                                                         
dvcard                                                                                                                           nome                                                                                                                            
dvcard                                                                                                                           nomemeio                                                                                                                        
dvcard                                                                                                                           pais                                                                                                                            
dvcard                                                                                                                           posnome                                                                                                                         
dvcard                                                                                                                           profissao                                                                                                                       
dvcard                                                                                                                           qrresumido                                                                                                                      
dvcard                                                                                                                           senha                                                                                                                           
dvcard                                                                                                                           sobrenome                                                                                                                       
dvcard                                                                                                                           tel1                                                                                                                            
dvcard                                                                                                                           tel2                                                                                                                            
dvcard                                                                                                                           tipovoip                                                                                                                        
dvcard                                                                                                                           uf                                                                                                                              
dvcard                                                                                                                           voip                                                                                                                            
dvcardforcavenda                                                                                                                 ativo                                                                                                                           
dvcardforcavenda                                                                                                                 datavalidade                                                                                                                    
dvcardforcavenda                                                                                                                 id_usua                                                                                                                         
dvcardforcavenda                                                                                                                 id_vcard                                                                                                                        
dvcardforcavenda                                                                                                                 idforcavenda                                                                                                                    
Encaminhar                                                                                                                       AtividadePrinc                                                                                                                  
Encaminhar                                                                                                                       Bairro                                                                                                                          
Encaminhar                                                                                                                       Categoria                                                                                                                       
Encaminhar                                                                                                                       CEP                                                                                                                             
Encaminhar                                                                                                                       Cidade                                                                                                                          
Encaminhar                                                                                                                       Cnpj                                                                                                                            
Encaminhar                                                                                                                       Complemento                                                                                                                     
Encaminhar                                                                                                                       Contato                                                                                                                         
Encaminhar                                                                                                                       DDD                                                                                                                             
Encaminhar                                                                                                                       Descricao                                                                                                                       
Encaminhar                                                                                                                       Email                                                                                                                           
Encaminhar                                                                                                                       Id                                                                                                                              
Encaminhar                                                                                                                       IdAdesao                                                                                                                        
Encaminhar                                                                                                                       Localidade                                                                                                                      
Encaminhar                                                                                                                       Logradouro                                                                                                                      
Encaminhar                                                                                                                       Numero                                                                                                                          
Encaminhar                                                                                                                       R1                                                                                                                              
Encaminhar                                                                                                                       R2                                                                                                                              
Encaminhar                                                                                                                       ResponsavelInterno                                                                                                              
Encaminhar                                                                                                                       TelCelular                                                                                                                      
Encaminhar                                                                                                                       Telefone                                                                                                                        
Encaminhar                                                                                                                       UF                                                                                                                              
Encaminhar                                                                                                                       WhatsApp                                                                                                                        
Encarte                                                                                                                          AreaDistrib                                                                                                                     
Encarte                                                                                                                          Ativo                                                                                                                           
Encarte                                                                                                                          codSegmento                                                                                                                     
Encarte                                                                                                                          ComissoesVenda                                                                                                                  
Encarte                                                                                                                          DataFim                                                                                                                         
Encarte                                                                                                                          DataIni                                                                                                                         
Encarte                                                                                                                          DataPublicFecha                                                                                                                 
Encarte                                                                                                                          DescriEncarte                                                                                                                   
Encarte                                                                                                                          EncarteTp                                                                                                                       
Encarte                                                                                                                          iconinfo                                                                                                                        
Encarte                                                                                                                          iconInstitucional                                                                                                               
Encarte                                                                                                                          iconMapa                                                                                                                        
Encarte                                                                                                                          iconSite                                                                                                                        
Encarte                                                                                                                          iconVideo                                                                                                                       
Encarte                                                                                                                          idDestaque                                                                                                                      
Encarte                                                                                                                          idEncarte                                                                                                                       
Encarte                                                                                                                          idEncarteAcesso                                                                                                                 
Encarte                                                                                                                          IdLocal                                                                                                                         
Encarte                                                                                                                          idUsuario                                                                                                                       
Encarte                                                                                                                          ImagemEncarte                                                                                                                   
Encarte                                                                                                                          imgDestaque                                                                                                                     
Encarte                                                                                                                          InsercoesDisp                                                                                                                   
Encarte                                                                                                                          linkInfo                                                                                                                        
Encarte                                                                                                                          linkMapa                                                                                                                        
Encarte                                                                                                                          linkSite                                                                                                                        
Encarte                                                                                                                          linkVideo                                                                                                                       
Encarte                                                                                                                          NumeroInsercoes                                                                                                                 
Encarte                                                                                                                          PublicoAlvo                                                                                                                     
Encarte                                                                                                                          TipoEncarteConteudo                                                                                                             
Encarte                                                                                                                          TipoEncarteDuracao                                                                                                              
Encarte                                                                                                                          TotalValorVenda                                                                                                                 
Encarte                                                                                                                          urlDestaque                                                                                                                     
Encarte                                                                                                                          UrlResumido                                                                                                                     
Encarte                                                                                                                          ValorInsercao                                                                                                                   
Encarte                                                                                                                          VersaoDigital                                                                                                                   
Encarte                                                                                                                          VersaoImpressa                                                                                                                  
EncarteAcesso                                                                                                                    BannerTipo                                                                                                                      
EncarteAcesso                                                                                                                    CustoImpr                                                                                                                       
EncarteAcesso                                                                                                                    DataPrev                                                                                                                        
EncarteAcesso                                                                                                                    DataPublic                                                                                                                      
EncarteAcesso                                                                                                                    Descricao                                                                                                                       
EncarteAcesso                                                                                                                    DescrTipoMaterial                                                                                                               
EncarteAcesso                                                                                                                    Gramatura                                                                                                                       
EncarteAcesso                                                                                                                    idEAcesso                                                                                                                       
EncarteAcesso                                                                                                                    idEncarteAcesso                                                                                                                 
EncarteAcesso                                                                                                                    idProjeto                                                                                                                       
EncarteAcesso                                                                                                                    Impressao                                                                                                                       
EncarteAcesso                                                                                                                    Tamanho                                                                                                                         
EncarteAcesso                                                                                                                    TiragemMensal                                                                                                                   
EncarteAcesso                                                                                                                    UrlResumido                                                                                                                     
EncarteFatura                                                                                                                    Contato                                                                                                                         
EncarteFatura                                                                                                                    ContatoTel                                                                                                                      
EncarteFatura                                                                                                                    ContatoTelDDD                                                                                                                   
EncarteFatura                                                                                                                    DtaSinalPgto                                                                                                                    
EncarteFatura                                                                                                                    id_fatura                                                                                                                       
EncarteFatura                                                                                                                    id_usuario                                                                                                                      
EncarteFatura                                                                                                                    id_vendedor                                                                                                                     
EncarteFatura                                                                                                                    idEncarteItem                                                                                                                   
EncarteFatura                                                                                                                    pos_auto                                                                                                                        
EncarteFatura                                                                                                                    pos_col                                                                                                                         
EncarteFatura                                                                                                                    pos_folha                                                                                                                       
EncarteFatura                                                                                                                    pos_lin                                                                                                                         
EncarteFatura                                                                                                                    seq_insert                                                                                                                      
EncarteFatura                                                                                                                    st_encarte                                                                                                                      
EncarteFatura                                                                                                                    st_encartepgto                                                                                                                  
EncarteFatura                                                                                                                    ValorRestante                                                                                                                   
EncarteFatura                                                                                                                    ValorSinal                                                                                                                      
EncarteItens                                                                                                                     ativo                                                                                                                           
EncarteItens                                                                                                                     dataFim                                                                                                                         
EncarteItens                                                                                                                     encarteitemTipo                                                                                                                 
EncarteItens                                                                                                                     id_encarteFatura                                                                                                                
EncarteItens                                                                                                                     idEncarte                                                                                                                       
EncarteItens                                                                                                                     idEncarteItem                                                                                                                   
EncarteItens                                                                                                                     idUsuario                                                                                                                       
EncarteItens                                                                                                                     imagem                                                                                                                          
EncarteItens                                                                                                                     iniciopubl                                                                                                                      
EncarteItens                                                                                                                     link_especial                                                                                                                   
EncarteItens                                                                                                                     localidade                                                                                                                      
EncarteItens                                                                                                                     mensagem1                                                                                                                       
EncarteItens                                                                                                                     mensagem2                                                                                                                       
EncarteItens                                                                                                                     mensagem3                                                                                                                       
EncarteItens                                                                                                                     pos_auto                                                                                                                        
EncarteItens                                                                                                                     pos_col                                                                                                                         
EncarteItens                                                                                                                     pos_folha                                                                                                                       
EncarteItens                                                                                                                     pos_lin                                                                                                                         
EncarteItens                                                                                                                     pos_seq                                                                                                                         
EncarteItens                                                                                                                     qr_resumo                                                                                                                       
EncarteItens                                                                                                                     telefone                                                                                                                        
EncarteLocalidade                                                                                                                DescriEncarteLocalidade                                                                                                         
EncarteLocalidade                                                                                                                EncarteLocalTipo                                                                                                                
EncarteLocalidade                                                                                                                iconinfo                                                                                                                        
EncarteLocalidade                                                                                                                iconMapa                                                                                                                        
EncarteLocalidade                                                                                                                iconVideo                                                                                                                       
EncarteLocalidade                                                                                                                idEncarte                                                                                                                       
EncarteLocalidade                                                                                                                idEncarteAcesso                                                                                                                 
EncarteLocalidade                                                                                                                idEncarteLocal                                                                                                                  
EncarteLocalidade                                                                                                                idEncarteLocalSup                                                                                                               
EncarteLocalidade                                                                                                                idLocal                                                                                                                         
EncarteLocalidade                                                                                                                linkInfo                                                                                                                        
EncarteLocalidade                                                                                                                linkMapa                                                                                                                        
EncarteLocalidade                                                                                                                linkVideo                                                                                                                       
EncarteLocalidade                                                                                                                tipoAcessoLocalidade                                                                                                            
EncarteLocalidade                                                                                                                UrlResumido                                                                                                                     
EncartePrinted                                                                                                                   CustoImpr                                                                                                                       
EncartePrinted                                                                                                                   DataPrev                                                                                                                        
EncartePrinted                                                                                                                   DataPublic                                                                                                                      
EncartePrinted                                                                                                                   Gramatura                                                                                                                       
EncartePrinted                                                                                                                   idEncarte                                                                                                                       
