TABLE_NAME                                                                                                                       COLUMN_NAME                                                                                                                     
CardapioItemLista                                                                                                                Pontos                                                                                                                          
CardapioItemLista                                                                                                                PontosPromo                                                                                                                     
CardapioItemLista                                                                                                                Valor                                                                                                                           
CardapioItemLista                                                                                                                ValorPromo                                                                                                                      
CardapioItemLista                                                                                                                VersaoDigital                                                                                                                   
CardapioItemLista                                                                                                                VersaoImpressa                                                                                                                  
Cliente                                                                                                                          Ativo                                                                                                                           
Cliente                                                                                                                          Cep                                                                                                                             
Cliente                                                                                                                          Cidade                                                                                                                          
Cliente                                                                                                                          cnpj_atual                                                                                                                      
Cliente                                                                                                                          ContaCorrenteId                                                                                                                 
Cliente                                                                                                                          DataCadastro                                                                                                                    
Cliente                                                                                                                          DataNascimento                                                                                                                  
Cliente                                                                                                                          DDD                                                                                                                             
Cliente                                                                                                                          DescricaoUsuario                                                                                                                
Cliente                                                                                                                          Email                                                                                                                           
Cliente                                                                                                                          Id                                                                                                                              
Cliente                                                                                                                          login_bak                                                                                                                       
Cliente                                                                                                                          NomeApelido                                                                                                                     
Cliente                                                                                                                          origem                                                                                                                          
Cliente                                                                                                                          Senha                                                                                                                           
Cliente                                                                                                                          sexo                                                                                                                            
Cliente                                                                                                                          Status                                                                                                                          
Cliente                                                                                                                          Telefone                                                                                                                        
Cliente                                                                                                                          UF                                                                                                                              
Cliente                                                                                                                          ultimoacesso                                                                                                                    
Cliente2                                                                                                                         Ativo                                                                                                                           
Cliente2                                                                                                                         Cep                                                                                                                             
Cliente2                                                                                                                         Cidade                                                                                                                          
Cliente2                                                                                                                         ContaCorrenteId                                                                                                                 
Cliente2                                                                                                                         DataCadastro                                                                                                                    
Cliente2                                                                                                                         DataNascimento                                                                                                                  
Cliente2                                                                                                                         DDD                                                                                                                             
Cliente2                                                                                                                         DescricaoUsuario                                                                                                                
Cliente2                                                                                                                         Email                                                                                                                           
Cliente2                                                                                                                         Id                                                                                                                              
Cliente2                                                                                                                         NomeApelido                                                                                                                     
Cliente2                                                                                                                         Senha                                                                                                                           
Cliente2                                                                                                                         Sexo                                                                                                                            
Cliente2                                                                                                                         Status                                                                                                                          
Cliente2                                                                                                                         Telefone                                                                                                                        
Cliente2                                                                                                                         UF                                                                                                                              
Cliente2                                                                                                                         ultimoacesso                                                                                                                    
ClienteLogin                                                                                                                     Ativo                                                                                                                           
ClienteLogin                                                                                                                     DataCadastro                                                                                                                    
ClienteLogin                                                                                                                     DDD                                                                                                                             
ClienteLogin                                                                                                                     Email                                                                                                                           
ClienteLogin                                                                                                                     Id                                                                                                                              
ClienteLogin                                                                                                                     IdLogin                                                                                                                         
ClienteLogin                                                                                                                     Login                                                                                                                           
ClienteLogin                                                                                                                     Senha                                                                                                                           
ClienteLogin                                                                                                                     Telefone                                                                                                                        
ClienteLogin                                                                                                                     TipoLogin                                                                                                                       
ClienteLogin                                                                                                                     UltimoAcesso                                                                                                                    
ClientePromocao                                                                                                                  ClienteId                                                                                                                       
ClientePromocao                                                                                                                  Data                                                                                                                            
ClientePromocao                                                                                                                  dataresgate                                                                                                                     
ClientePromocao                                                                                                                  IdPromoCli                                                                                                                      
ClientePromocao                                                                                                                  PontuacaoPrimeiroAcesso                                                                                                         
ClientePromocao                                                                                                                  PromocaoId                                                                                                                      
ClientePromocao                                                                                                                  Resgatado                                                                                                                       
ClientePromocao                                                                                                                  SubTotalVisita                                                                                                                  
ClientePromocao                                                                                                                  TrocaPontos                                                                                                                     
Colaboradores                                                                                                                    ativo                                                                                                                           
Colaboradores                                                                                                                    email1                                                                                                                          
Colaboradores                                                                                                                    idColaborador                                                                                                                   
Colaboradores                                                                                                                    idUsuario                                                                                                                       
Colaboradores                                                                                                                    localidade                                                                                                                      
Colaboradores                                                                                                                    Nome                                                                                                                            
Colaboradores                                                                                                                    superior                                                                                                                        
Colaboradores                                                                                                                    tel1                                                                                                                            
Colaboradores                                                                                                                    tel1ddd                                                                                                                         
Colaboradores                                                                                                                    tel1ddi                                                                                                                         
Colaboradores                                                                                                                    tipo                                                                                                                            
CompartilhaLink                                                                                                                  Descricao                                                                                                                       
CompartilhaLink                                                                                                                  idCampanha                                                                                                                      
CompartilhaLink                                                                                                                  idCompartilhaLink                                                                                                               
CompartilhaLink                                                                                                                  idLocal                                                                                                                         
CompartilhaLink                                                                                                                  idSegmento                                                                                                                      
CompartilhaLink                                                                                                                  Link                                                                                                                            
CompartilhaUsua                                                                                                                  DataFim                                                                                                                         
CompartilhaUsua                                                                                                                  DataIni                                                                                                                         
CompartilhaUsua                                                                                                                  Dias                                                                                                                            
CompartilhaUsua                                                                                                                  FreqDias                                                                                                                        
CompartilhaUsua                                                                                                                  horas                                                                                                                           
CompartilhaUsua                                                                                                                  idCompartilhaLink                                                                                                               
CompartilhaUsua                                                                                                                  idCompartilhaUsua                                                                                                               
CompartilhaUsua                                                                                                                  idUsuario                                                                                                                       
CompartilhaUsua                                                                                                                  imagem                                                                                                                          
CompartilhaUsua                                                                                                                  postpage                                                                                                                        
CompartilhaUsua                                                                                                                  RespInterno                                                                                                                     
ContaCorrente                                                                                                                    Ativo                                                                                                                           
ContaCorrente                                                                                                                    conta                                                                                                                           
ContaCorrente                                                                                                                    DataCadastro                                                                                                                    
ContaCorrente                                                                                                                    Id_Conta                                                                                                                        
ContaCorrente                                                                                                                    id_origem                                                                                                                       
ContaCorrente                                                                                                                    Origem                                                                                                                          
ContaCreditos                                                                                                                    Creditos_Oper                                                                                                                   
ContaCreditos                                                                                                                    Creditos_Saldo                                                                                                                  
ContaCreditos                                                                                                                    DataCadastro                                                                                                                    
ContaCreditos                                                                                                                    dtoper1                                                                                                                         
ContaCreditos                                                                                                                    dtoper2                                                                                                                         
ContaCreditos                                                                                                                    Id_ContaCredito                                                                                                                 
ContaCreditos                                                                                                                    Id_Usuario                                                                                                                      
ContaCreditos                                                                                                                    Id_UsuarioConta                                                                                                                 
ContaCreditos                                                                                                                    Saldo                                                                                                                           
ContaCreditos                                                                                                                    Situacao                                                                                                                        
ContaCreditos                                                                                                                    Tipooper                                                                                                                        
ContaCreditos                                                                                                                    Valor                                                                                                                           
ContaMovimento                                                                                                                   conta_credito_id                                                                                                                
ContaMovimento                                                                                                                   conta_debito_id                                                                                                                 
ContaMovimento                                                                                                                   cupom                                                                                                                           
ContaMovimento                                                                                                                   data                                                                                                                            
ContaMovimento                                                                                                                   dtoper1                                                                                                                         
ContaMovimento                                                                                                                   dtoper2                                                                                                                         
ContaMovimento                                                                                                                   Id_ContaMovimento                                                                                                               
ContaMovimento                                                                                                                   pontos                                                                                                                          
ContaMovimento                                                                                                                   status                                                                                                                          
ContaMovimento                                                                                                                   valor                                                                                                                           
Convite                                                                                                                          Chave                                                                                                                           
Convite                                                                                                                          Data                                                                                                                            
Convite                                                                                                                          EmailConvidado                                                                                                                  
Convite                                                                                                                          IdConvite                                                                                                                       
Convite                                                                                                                          idDestinatario                                                                                                                  
Convite                                                                                                                          IdRemetente                                                                                                                     
Convite                                                                                                                          idUsuario                                                                                                                       
Convite                                                                                                                          Lida                                                                                                                            
Convite                                                                                                                          LojaId                                                                                                                          
Convite                                                                                                                          Pontos                                                                                                                          
Convite                                                                                                                          TipoRemetente                                                                                                                   
Cupom                                                                                                                            conta_usuario                                                                                                                   
Cupom                                                                                                                            Cstatus                                                                                                                         
Cupom                                                                                                                            cupom                                                                                                                           
Cupom                                                                                                                            CupomData                                                                                                                       
Cupom                                                                                                                            dataLeitura                                                                                                                     
Cupom                                                                                                                            dataValidade                                                                                                                    
Cupom                                                                                                                            ICupom                                                                                                                          
Cupom                                                                                                                            id_cliente                                                                                                                      
Cupom                                                                                                                            Id_CupomLoteData                                                                                                                
Cupom                                                                                                                            Id_CupomSerie                                                                                                                   
Cupom                                                                                                                            id_usuario                                                                                                                      
Cupom                                                                                                                            IdCupom                                                                                                                         
Cupom                                                                                                                            IdCupomLote                                                                                                                     
Cupom                                                                                                                            Pontos                                                                                                                          
Cupom                                                                                                                            QrResumido                                                                                                                      
Cupom                                                                                                                            SeqCupomLote                                                                                                                    
Cupom                                                                                                                            status                                                                                                                          
Cupom                                                                                                                            tipoCupom                                                                                                                       
Cupom                                                                                                                            valor                                                                                                                           
CupomCampanha                                                                                                                    datasorteio                                                                                                                     
CupomCampanha                                                                                                                    datatermino                                                                                                                     
CupomCampanha                                                                                                                    entregues                                                                                                                       
CupomCampanha                                                                                                                    idCampanha                                                                                                                      
CupomCampanha                                                                                                                    idCupomCampanha                                                                                                                 
CupomCampanha                                                                                                                    idCupomLote                                                                                                                     
CupomCampanha                                                                                                                    idUsuario                                                                                                                       
CupomCampanha                                                                                                                    qtdsorteio                                                                                                                      
CupomCampanha                                                                                                                    regras1                                                                                                                         
CupomCampanha                                                                                                                    sendsms                                                                                                                         
CupomCampanha                                                                                                                    status                                                                                                                          
CupomCampanha                                                                                                                    trelloaviso                                                                                                                     
CupomLote                                                                                                                        consumomin                                                                                                                      
CupomLote                                                                                                                        dataAquisicao                                                                                                                   
CupomLote                                                                                                                        dataValLote                                                                                                                     
CupomLote                                                                                                                        entregas                                                                                                                        
CupomLote                                                                                                                        Id_CupomLote                                                                                                                    
CupomLote                                                                                                                        Id_lote                                                                                                                         
CupomLote                                                                                                                        Id_Produto                                                                                                                      
CupomLote                                                                                                                        id_usuario                                                                                                                      
CupomLote                                                                                                                        qr_resumopadrao                                                                                                                 
CupomLote                                                                                                                        qtd                                                                                                                             
CupomLote                                                                                                                        qtdemitida                                                                                                                      
CupomLote                                                                                                                        qtdSorteio                                                                                                                      
CupomLote                                                                                                                        regras01                                                                                                                        
CupomLote                                                                                                                        regras02                                                                                                                        
